Case ID,Activity,Start Date,End Date,Agent Position,Customer ID,Product,Service Type,Resource
Case 38,Inbound Call,20.3.10 15:00,20.3.10 15:01,FL,Customer 33,MacBook Pro,Referred to Servicer,Ton
Case 41,Inbound Call,26.3.10 16:27,26.3.10 16:29,FL,Customer 3,iPhone,Product Assistance,Ton
Case 41,Handle Case,27.3.10 12:27,27.3.10 12:28,FL,Customer 3,iPhone,Product Assistance,Ton
Case 43,Handle Email,26.3.10 12:20,26.3.10 12:23,FL,Customer 37,MacBook Pro,Product Assistance,Jochem
Case 43,Handle Email,26.3.10 12:27,26.3.10 12:27,FL,Customer 37,MacBook Pro,Product Assistance,Jochem
Case 43,Handle Case,26.3.10 14:43,26.3.10 14:43,FL,Customer 37,MacBook Pro,Product Assistance,Jochem
Case 43,Call Outbound,26.3.10 16:21,26.3.10 16:30,FL,Customer 37,MacBook Pro,Product Assistance,Jochem
Case 43,Handle Case,27.3.10 14:24,27.3.10 14:27,FL,Customer 37,MacBook Pro,Product Assistance,Jochem
Case 43,Call Outbound,28.3.10 16:23,28.3.10 16:35,FL,Customer 37,MacBook Pro,Product Assistance,Jochem
Case 47,Inbound Call,25.3.10 13:59,25.3.10 14:08,FL,Customer 40,MacBook Pro,Referred to Servicer,Barbara
Case 47,Inbound Call,25.3.10 16:48,25.3.10 16:53,FL,Customer 40,MacBook Pro,Referred to Servicer,Jochem
Case 47,Handle Case,26.3.10 10:08,26.3.10 10:10,BL,Customer 40,MacBook Pro,Referred to Servicer,Mathias
Case 47,Inbound Call,26.3.10 14:34,26.3.10 14:37,FL,Customer 40,MacBook Pro,Referred to Servicer,Christian
Case 47,Inbound Call,27.3.10 7:22,27.3.10 7:23,FL,Customer 40,MacBook Pro,Referred to Servicer,Susi
Case 54,Inbound Email,25.3.10 14:49,26.3.10 11:01,FL,Customer 47,iPhone,Product Assistance,Mariska
Case 54,Handle Case,26.3.10 11:01,26.3.10 11:17,FL,Customer 47,iPhone,Product Assistance,Mariska
Case 54,Email Outbound,26.3.10 11:17,26.3.10 11:17,FL,Customer 47,iPhone,Product Assistance,Mariska
Case 63,Inbound Call,16.3.10 15:16,16.3.10 15:18,FL,Customer 55,MacBook Pro,Referred to Servicer,Karen
Case 63,Handle Case,18.3.10 10:07,18.3.10 10:08,BL,Customer 55,MacBook Pro,Referred to Servicer,Mathias
Case 76,Inbound Call,14.3.10 7:58,14.3.10 8:02,FL,Customer 67,MacBook Pro,Product Assistance,Wil
Case 76,Handle Case,26.3.10 13:10,26.3.10 13:12,FL,Customer 67,MacBook Pro,Product Assistance,Wil
Case 98,Inbound Call,25.3.10 15:06,25.3.10 15:07,FL,Customer 85,MacBook Pro,Referred to Servicer,Jochem
Case 98,Inbound Call,26.3.10 15:34,26.3.10 15:42,FL,Customer 85,MacBook Pro,Referred to Servicer,Steffi
Case 98,Handle Case,27.3.10 8:26,27.3.10 8:28,BL,Customer 85,MacBook Pro,Referred to Servicer,Mathias
Case 119,Inbound Call,14.3.10 16:31,14.3.10 16:33,FL,Customer 104,MacBook Pro,Product Assistance,Anne
Case 119,Handle Case,15.3.10 12:48,15.3.10 12:50,FL,Customer 104,MacBook Pro,Product Assistance,Harold
Case 119,Handle Case,18.3.10 14:38,18.3.10 14:39,FL,Customer 104,MacBook Pro,Product Assistance,David
Case 119,Call Outbound,8.4.10 14:23,8.4.10 14:25,FL,Customer 104,MacBook Pro,Product Assistance,Karen
Case 119,Call Outbound,11.4.10 11:19,11.4.10 11:21,FL,Customer 104,MacBook Pro,Product Assistance,Karen
Case 120,Inbound Call,14.3.10 11:00,14.3.10 11:06,FL,Customer 105,iPhone,Referred to Servicer,Ton
Case 120,Inbound Call,25.3.10 10:56,25.3.10 10:58,FL,Customer 105,iPhone,Referred to Servicer,Elena
Case 120,Handle Case,25.3.10 11:01,25.3.10 11:02,FL,Customer 105,iPhone,Referred to Servicer,Elena
Case 132,Inbound Email,20.3.10 18:10,21.3.10 11:31,FL,Customer 115,iPhone,Referred to Servicer,Jochem
Case 132,Call Outbound,21.3.10 11:32,21.3.10 11:33,FL,Customer 115,iPhone,Referred to Servicer,Jochem
Case 132,Email Outbound,21.3.10 11:34,21.3.10 11:36,FL,Customer 115,iPhone,Referred to Servicer,Jochem
Case 132,Handle Email,21.3.10 11:36,21.3.10 11:36,FL,Customer 115,iPhone,Referred to Servicer,Jochem
Case 132,Inbound Call,21.3.10 16:50,21.3.10 16:52,FL,Customer 115,iPhone,Referred to Servicer,Monique
Case 132,Inbound Call,22.3.10 16:18,22.3.10 16:21,FL,Customer 115,iPhone,Referred to Servicer,Nancy
Case 132,Inbound Call,22.3.10 16:28,22.3.10 16:30,FL,Customer 115,iPhone,Referred to Servicer,Christian
Case 132,Inbound Call,25.3.10 11:29,25.3.10 11:33,FL,Customer 115,iPhone,Referred to Servicer,Fred
Case 132,Handle Case,27.3.10 14:35,27.3.10 14:38,FL,Customer 115,iPhone,Referred to Servicer,Harold
Case 132,Handle Case,28.3.10 13:47,28.3.10 13:47,FL,Customer 115,iPhone,Referred to Servicer,Harold
Case 132,Handle Case,29.3.10 11:15,29.3.10 11:16,FL,Customer 115,iPhone,Referred to Servicer,David
Case 132,Handle Case,1.4.10 11:40,1.4.10 11:41,FL,Customer 115,iPhone,Referred to Servicer,David
Case 132,Handle Case,11.4.10 8:40,11.4.10 8:41,FL,Customer 115,iPhone,Referred to Servicer,David
Case 132,Handle Case,11.4.10 8:43,11.4.10 8:43,FL,Customer 115,iPhone,Referred to Servicer,David
Case 133,Inbound Call,15.3.10 15:06,15.3.10 15:08,FL,Customer 116,MacBook Pro,Referred to Servicer,Nancy
Case 133,Inbound Call,15.3.10 15:51,15.3.10 15:58,FL,Customer 116,MacBook Pro,Referred to Servicer,Ton
Case 133,Inbound Call,19.3.10 16:01,19.3.10 16:05,BL,Customer 116,MacBook Pro,Referred to Servicer,Steve
Case 133,Handle Case,20.3.10 8:28,20.3.10 8:30,BL,Customer 116,MacBook Pro,Referred to Servicer,Mathias
Case 133,Inbound Call,22.3.10 8:56,22.3.10 8:57,FL,Customer 116,MacBook Pro,Referred to Servicer,Irena
Case 140,Inbound Call,15.3.10 15:18,15.3.10 15:21,FL,Customer 123,MacBook Pro,Product Assistance,Nancy
Case 140,Call Outbound,19.3.10 13:30,19.3.10 13:31,FL,Customer 123,MacBook Pro,Product Assistance,Nancy
Case 140,Call Outbound,19.3.10 13:48,19.3.10 13:49,FL,Customer 123,MacBook Pro,Product Assistance,Nancy
Case 140,Handle Case,20.3.10 14:14,20.3.10 14:24,FL,Customer 123,MacBook Pro,Product Assistance,Nancy
Case 140,Handle Case,28.3.10 14:05,28.3.10 14:10,FL,Customer 123,MacBook Pro,Product Assistance,Nancy
Case 140,Inbound Call,28.3.10 14:44,28.3.10 14:46,FL,Customer 123,MacBook Pro,Product Assistance,Christian
Case 142,Inbound Call,7.3.10 10:41,7.3.10 10:42,FL,Customer 125,MacBook Pro,Referred to Servicer,Wil
Case 142,Inbound Call,7.3.10 18:01,7.3.10 18:02,FL,Customer 125,MacBook Pro,Referred to Servicer,Monique
Case 142,Inbound Call,7.3.10 18:03,7.3.10 18:05,FL,Customer 125,MacBook Pro,Referred to Servicer,Harold
Case 142,Handle Case,8.3.10 6:26,8.3.10 6:27,FL,Customer 125,MacBook Pro,Referred to Servicer,Helen
Case 142,Inbound Call,8.3.10 10:13,8.3.10 10:14,FL,Customer 125,MacBook Pro,Referred to Servicer,Fred
Case 142,Inbound Call,13.3.10 9:31,13.3.10 9:35,FL,Customer 125,MacBook Pro,Referred to Servicer,Susi
Case 146,Inbound Call,19.3.10 9:45,19.3.10 9:50,FL,Customer 128,iPhone,Referred to Servicer,Irena
Case 146,Handle Case,21.3.10 8:55,21.3.10 8:56,FL,Customer 128,iPhone,Referred to Servicer,Rachel
Case 148,Inbound Call,14.3.10 10:06,14.3.10 10:08,FL,Customer 130,MacBook Pro,Product Assistance,Michael
Case 148,Handle Case,15.3.10 16:45,15.3.10 16:45,FL,Customer 130,MacBook Pro,Product Assistance,Michael
Case 148,Call Outbound,20.3.10 14:38,20.3.10 14:40,FL,Customer 130,MacBook Pro,Product Assistance,Michael
Case 157,Handle Case,25.3.10 14:22,25.3.10 14:23,FL,Customer 138,iPhone,Referred to Servicer,Barbara
Case 161,Inbound Call,6.3.10 15:30,6.3.10 15:32,FL,Customer 142,MacBook Pro,Referred to Servicer,Wil
Case 161,Handle Case,7.3.10 7:32,7.3.10 7:33,BL,Customer 142,MacBook Pro,Referred to Servicer,Mathias
Case 161,Inbound Call,7.3.10 13:21,7.3.10 13:21,FL,Customer 142,MacBook Pro,Referred to Servicer,Wil
Case 161,Inbound Call,14.3.10 16:27,14.3.10 16:36,FL,Customer 142,MacBook Pro,Referred to Servicer,Ton
Case 161,Inbound Call,18.4.10 9:47,18.4.10 9:51,FL,Customer 142,MacBook Pro,Referred to Servicer,Ton
Case 161,Inbound Call,23.4.10 12:13,23.4.10 12:17,FL,Customer 142,MacBook Pro,Referred to Servicer,Ton
Case 164,Inbound Call,20.3.10 8:06,20.3.10 8:08,FL,Customer 145,iPhone,Product Assistance,Wil
Case 164,Inbound Call,20.3.10 15:54,20.3.10 16:14,FL,Customer 145,iPhone,Product Assistance,Christian
Case 164,Handle Case,21.3.10 13:05,21.3.10 13:05,FL,Customer 145,iPhone,Product Assistance,Christian
Case 164,Handle Case,25.3.10 17:40,25.3.10 17:40,FL,Customer 145,iPhone,Product Assistance,Christian
Case 164,Inbound Call,28.3.10 16:14,28.3.10 16:22,FL,Customer 145,iPhone,Product Assistance,Steffi
Case 168,Inbound Call,25.3.10 14:18,25.3.10 14:33,FL,Customer 148,MacBook Pro,Product Assistance,Christian
Case 168,Handle Case,25.3.10 15:02,25.3.10 15:14,FL,Customer 148,MacBook Pro,Product Assistance,Christian
Case 174,Inbound Call,12.3.10 16:10,12.3.10 16:13,FL,Customer 153,MacBook Pro,Referred to Servicer,Christian
Case 174,Handle Case,13.3.10 7:49,13.3.10 7:54,BL,Customer 153,MacBook Pro,Referred to Servicer,Mathias
Case 176,Inbound Email,16.3.10 10:41,18.3.10 14:52,FL,Customer 155,MacBook Pro,Referred to Servicer,Wil
Case 176,Handle Email,18.3.10 14:52,18.3.10 14:55,FL,Customer 155,MacBook Pro,Referred to Servicer,Wil
Case 176,Email Outbound,18.3.10 14:56,18.3.10 14:56,FL,Customer 155,MacBook Pro,Referred to Servicer,Wil
Case 176,Inbound Call,18.3.10 17:51,18.3.10 18:00,FL,Customer 155,MacBook Pro,Referred to Servicer,Ton
Case 176,Inbound Call,18.3.10 18:00,18.3.10 18:01,FL,Customer 155,MacBook Pro,Referred to Servicer,Christian
Case 176,Inbound Call,20.3.10 15:16,20.3.10 15:17,FL,Customer 155,MacBook Pro,Referred to Servicer,Christian
Case 176,Handle Case,21.3.10 8:24,21.3.10 8:32,BL,Customer 155,MacBook Pro,Referred to Servicer,Mathias
Case 176,Inbound Call,21.3.10 10:18,21.3.10 10:19,FL,Customer 155,MacBook Pro,Referred to Servicer,Christian
Case 176,Handle Case,21.3.10 10:23,21.3.10 10:23,FL,Customer 155,MacBook Pro,Referred to Servicer,Christian
Case 178,Inbound Call,20.3.10 8:27,20.3.10 8:31,FL,Customer 157,MacBook Pro,Referred to Servicer,Wil
Case 178,Handle Case,20.3.10 8:33,20.3.10 8:34,BL,Customer 157,MacBook Pro,Referred to Servicer,Mathias
Case 186,Inbound Call,20.3.10 9:11,20.3.10 9:12,FL,Customer 163,iPhone,Product Assistance,Maja
Case 186,Inbound Call,20.3.10 9:15,20.3.10 9:40,FL,Customer 163,iPhone,Product Assistance,Richard
Case 186,Handle Case,20.3.10 15:13,20.3.10 15:15,FL,Customer 163,iPhone,Product Assistance,Harold
Case 186,Inbound Call,20.3.10 17:19,20.3.10 17:25,FL,Customer 163,iPhone,Product Assistance,Clark
Case 186,Handle Case,21.3.10 11:46,21.3.10 11:46,FL,Customer 163,iPhone,Product Assistance,David
Case 186,Call Outbound,15.4.10 13:16,15.4.10 13:18,FL,Customer 163,iPhone,Product Assistance,Karen
Case 194,Inbound Call,25.3.10 17:24,25.3.10 17:26,FL,Customer 168,MacBook Pro,Referred to Servicer,Harold
Case 194,Inbound Call,25.3.10 18:09,25.3.10 18:10,FL,Customer 168,MacBook Pro,Referred to Servicer,Monique
Case 194,Handle Case,26.3.10 10:34,26.3.10 10:36,BL,Customer 168,MacBook Pro,Referred to Servicer,Mathias
Case 194,Inbound Call,28.3.10 10:27,28.3.10 10:28,FL,Customer 168,MacBook Pro,Referred to Servicer,Elena
Case 209,Inbound Call,21.3.10 12:13,21.3.10 12:15,FL,Customer 177,MacBook Pro,Referred to Servicer,Michael
Case 209,Inbound Call,21.3.10 12:37,21.3.10 12:40,FL,Customer 177,MacBook Pro,Referred to Servicer,Fred
Case 209,Inbound Call,21.3.10 13:30,21.3.10 14:11,FL,Customer 177,MacBook Pro,Referred to Servicer,Clark
Case 209,Call Outbound,25.3.10 15:15,25.3.10 15:18,FL,Customer 177,MacBook Pro,Referred to Servicer,Clark
Case 209,Call Outbound,26.3.10 15:29,26.3.10 15:34,FL,Customer 177,MacBook Pro,Referred to Servicer,Clark
Case 209,Handle Case,27.3.10 8:23,27.3.10 8:24,BL,Customer 177,MacBook Pro,Referred to Servicer,Mathias
Case 218,Inbound Call,4.3.10 16:26,4.3.10 16:36,FL,Customer 184,MacBook Pro,Product Assistance,Harold
Case 218,Handle Case,4.3.10 16:46,4.3.10 16:49,FL,Customer 184,MacBook Pro,Product Assistance,Harold
Case 218,Handle Case,4.3.10 17:00,4.3.10 17:00,FL,Customer 184,MacBook Pro,Product Assistance,Harold
Case 218,Handle Case,6.3.10 14:25,6.3.10 14:27,FL,Customer 184,MacBook Pro,Product Assistance,Harold
Case 224,Inbound Call,11.3.10 13:50,11.3.10 13:51,BL,Customer 190,iPhone,Product Assistance,Steve
Case 224,Handle Case,12.3.10 13:29,12.3.10 13:30,BL,Customer 190,iPhone,Product Assistance,Steve
Case 224,Call Outbound,12.3.10 15:29,12.3.10 15:30,BL,Customer 190,iPhone,Product Assistance,Steve
Case 224,Handle Case,12.3.10 15:57,12.3.10 15:57,BL,Customer 190,iPhone,Product Assistance,Steve
Case 224,Handle Case,12.3.10 15:57,12.3.10 15:58,BL,Customer 190,iPhone,Product Assistance,Steve
Case 232,Inbound Call,18.3.10 17:24,18.3.10 17:37,FL,Customer 196,iPhone,Product Assistance,Ton
Case 232,Handle Case,18.3.10 18:03,18.3.10 18:06,FL,Customer 196,iPhone,Product Assistance,Ton
Case 232,Handle Case,20.3.10 9:53,20.3.10 9:57,FL,Customer 196,iPhone,Product Assistance,Ton
Case 250,Inbound Call,28.3.10 9:56,28.3.10 9:58,FL,Customer 210,iPhone,Product Assistance,Christian
Case 250,Handle Case,28.3.10 11:05,28.3.10 11:07,FL,Customer 210,iPhone,Product Assistance,Harold
Case 250,Handle Case,29.3.10 9:12,29.3.10 9:12,FL,Customer 210,iPhone,Product Assistance,David
Case 250,Call Outbound,23.4.10 10:03,23.4.10 10:10,FL,Customer 210,iPhone,Product Assistance,David
Case 250,Call Outbound,23.4.10 16:23,23.4.10 16:26,FL,Customer 210,iPhone,Product Assistance,Karen
Case 262,Handle Case,28.3.10 14:21,28.3.10 14:22,FL,Customer 3,MacBook Pro,Product Assistance,Barbara
Case 263,Inbound Email,25.3.10 9:59,26.3.10 11:22,FL,Customer 220,iPhone,Referred to Servicer,Susi
Case 263,Inbound Email,26.3.10 11:23,26.3.10 11:23,FL,Customer 220,iPhone,Referred to Servicer,Susi
Case 263,Email Outbound,26.3.10 11:23,26.3.10 11:23,FL,Customer 220,iPhone,Referred to Servicer,Susi
Case 263,Handle Email,26.3.10 11:25,26.3.10 11:25,FL,Customer 220,iPhone,Referred to Servicer,Susi
Case 263,Handle Case,26.3.10 11:25,26.3.10 11:25,FL,Customer 220,iPhone,Referred to Servicer,Susi
Case 266,Inbound Call,25.3.10 8:58,25.3.10 9:04,FL,Customer 223,iPhone,Product Assistance,David
Case 266,Call Outbound,25.3.10 9:23,25.3.10 9:45,FL,Customer 223,iPhone,Product Assistance,Samuil
Case 266,Inbound Call,25.3.10 16:42,25.3.10 16:44,FL,Customer 223,iPhone,Product Assistance,Monique
Case 266,Inbound Call,27.3.10 10:25,27.3.10 10:51,FL,Customer 223,iPhone,Product Assistance,Michael
Case 266,Handle Case,27.3.10 10:56,27.3.10 10:57,FL,Customer 223,iPhone,Product Assistance,Ross
Case 266,Inbound Call,27.3.10 17:07,27.3.10 17:10,FL,Customer 223,iPhone,Product Assistance,Karen
Case 266,Inbound Call,28.3.10 7:30,28.3.10 7:32,FL,Customer 223,iPhone,Product Assistance,Irena
Case 266,Handle Case,28.3.10 7:32,28.3.10 7:33,FL,Customer 223,iPhone,Product Assistance,Irena
Case 266,Handle Case,28.3.10 10:20,28.3.10 10:27,FL,Customer 223,iPhone,Product Assistance,Ross
Case 266,Handle Case,28.3.10 14:42,28.3.10 14:43,FL,Customer 223,iPhone,Product Assistance,Jochem
Case 266,Handle Case,28.3.10 15:41,28.3.10 15:42,FL,Customer 223,iPhone,Product Assistance,Ross
Case 266,Call Outbound,29.3.10 9:50,29.3.10 10:03,FL,Customer 223,iPhone,Product Assistance,Samuil
Case 266,Inbound Call,29.3.10 10:09,29.3.10 10:12,FL,Customer 223,iPhone,Product Assistance,Wil
Case 266,Handle Case,29.3.10 10:31,29.3.10 10:31,FL,Customer 223,iPhone,Product Assistance,Samuil
Case 266,Handle Case,2.4.10 7:31,2.4.10 7:32,FL,Customer 223,iPhone,Product Assistance,Ross
Case 266,Inbound Call,2.4.10 8:49,2.4.10 8:51,FL,Customer 223,iPhone,Product Assistance,Johan
Case 266,Inbound Call,5.4.10 8:10,5.4.10 8:22,FL,Customer 223,iPhone,Product Assistance,Richard
Case 266,Handle Case,12.4.10 7:00,12.4.10 7:01,FL,Customer 223,iPhone,Product Assistance,Ross
Case 266,Call Outbound,12.4.10 15:05,12.4.10 15:12,FL,Customer 223,iPhone,Product Assistance,David
Case 266,Inbound Call,15.4.10 9:59,15.4.10 10:00,FL,Customer 223,iPhone,Product Assistance,Wil
Case 266,Handle Case,15.4.10 10:29,15.4.10 10:30,FL,Customer 223,iPhone,Product Assistance,David
Case 266,Handle Case,23.4.10 10:55,23.4.10 11:00,FL,Customer 223,iPhone,Product Assistance,Ross
Case 266,Call Outbound,24.4.10 12:22,24.4.10 12:25,FL,Customer 223,iPhone,Product Assistance,David
Case 266,Call Outbound,24.4.10 15:35,24.4.10 15:38,FL,Customer 223,iPhone,Product Assistance,Jochem
Case 266,Call Outbound,25.4.10 13:19,25.4.10 13:21,FL,Customer 223,iPhone,Product Assistance,Jochem
Case 266,Inbound Call,26.4.10 15:13,26.4.10 15:13,FL,Customer 223,iPhone,Product Assistance,Harold
Case 266,Handle Case,26.4.10 15:34,26.4.10 15:41,FL,Customer 223,iPhone,Product Assistance,Harold
Case 266,Handle Case,29.4.10 14:06,29.4.10 14:08,FL,Customer 223,iPhone,Product Assistance,Ross
Case 266,Inbound Call,29.4.10 15:31,29.4.10 15:36,FL,Customer 223,iPhone,Product Assistance,Ton
Case 266,Call Outbound,30.4.10 14:24,30.4.10 14:36,FL,Customer 223,iPhone,Product Assistance,Jochem
Case 268,Inbound Email,19.3.10 15:35,20.3.10 15:27,FL,Customer 225,MacBook Pro,Product Assistance,Jochem
Case 268,Inbound Email,21.3.10 14:33,21.3.10 14:33,FL,Customer 225,MacBook Pro,Product Assistance,Jochem
Case 268,Email Outbound,21.3.10 14:34,21.3.10 14:34,FL,Customer 225,MacBook Pro,Product Assistance,Jochem
Case 268,Email Outbound,26.3.10 14:17,26.3.10 14:20,FL,Customer 225,MacBook Pro,Product Assistance,Jochem
Case 268,Handle Case,26.3.10 14:21,26.3.10 14:21,FL,Customer 225,MacBook Pro,Product Assistance,Jochem
Case 268,Inbound Email,8.4.10 14:14,10.4.10 10:43,FL,Customer 225,MacBook Pro,Product Assistance,Jochem
Case 268,Handle Email,10.4.10 10:43,10.4.10 10:49,FL,Customer 225,MacBook Pro,Product Assistance,Jochem
Case 268,Email Outbound,10.4.10 10:49,10.4.10 10:49,FL,Customer 225,MacBook Pro,Product Assistance,Jochem
Case 279,Inbound Call,14.3.10 15:45,14.3.10 15:49,FL,Customer 236,MacBook Pro,Referred to Servicer,Wil
Case 279,Handle Case,14.3.10 15:49,14.3.10 15:49,FL,Customer 236,MacBook Pro,Referred to Servicer,Wil
Case 279,Handle Case,15.3.10 7:13,15.3.10 7:15,BL,Customer 236,MacBook Pro,Referred to Servicer,Mathias
Case 289,Inbound Call,29.3.10 9:51,29.3.10 9:59,FL,Customer 244,MacBook Pro,Referred to Servicer,Richard
Case 289,Inbound Call,29.3.10 17:54,29.3.10 17:56,FL,Customer 244,MacBook Pro,Referred to Servicer,Nancy
Case 289,Inbound Call,29.3.10 18:05,29.3.10 18:08,FL,Customer 244,MacBook Pro,Referred to Servicer,Monique
Case 289,Handle Case,1.4.10 7:38,1.4.10 7:41,BL,Customer 244,MacBook Pro,Referred to Servicer,Mathias
Case 289,Inbound Call,8.4.10 12:13,8.4.10 12:15,FL,Customer 244,MacBook Pro,Referred to Servicer,Monique
Case 290,Inbound Call,19.3.10 9:26,19.3.10 9:27,FL,Customer 245,MacBook Pro,Referred to Servicer,Mary
Case 290,Handle Case,20.3.10 7:46,20.3.10 7:48,BL,Customer 245,MacBook Pro,Referred to Servicer,Mathias
Case 293,Handle Case,22.3.10 15:25,22.3.10 15:26,FL,Customer 3,MacBook Pro,Product Assistance,Barbara
Case 296,Inbound Call,5.3.10 9:36,5.3.10 9:39,FL,Customer 250,MacBook Pro,Product Assistance,Henk
Case 296,Call Outbound,7.3.10 11:44,7.3.10 11:46,FL,Customer 250,MacBook Pro,Product Assistance,Henk
Case 296,Handle Case,14.3.10 11:41,14.3.10 11:41,FL,Customer 250,MacBook Pro,Product Assistance,Henk
Case 296,Call Outbound,14.3.10 11:42,14.3.10 11:43,FL,Customer 250,MacBook Pro,Product Assistance,Henk
Case 296,Call Outbound,19.3.10 11:30,19.3.10 11:38,FL,Customer 250,MacBook Pro,Product Assistance,Henk
Case 296,Call Outbound,27.3.10 11:48,27.3.10 11:51,FL,Customer 250,MacBook Pro,Product Assistance,Henk
Case 299,Inbound Call,4.3.10 10:21,4.3.10 10:24,FL,Customer 253,MacBook Pro,Referred to Servicer,Samuil
Case 299,Handle Case,5.3.10 7:22,5.3.10 7:23,BL,Customer 253,MacBook Pro,Referred to Servicer,Mathias
Case 300,Inbound Call,19.3.10 8:36,19.3.10 9:05,FL,Customer 254,MacBook Pro,Referred to Servicer,Kenny
Case 300,Handle Case,19.3.10 10:58,19.3.10 10:58,FL,Customer 254,MacBook Pro,Referred to Servicer,Kenny
Case 300,Handle Case,20.3.10 10:45,20.3.10 10:45,FL,Customer 254,MacBook Pro,Referred to Servicer,Kenny
Case 314,Inbound Call,12.3.10 16:19,12.3.10 16:22,FL,Customer 268,MacBook Pro,Referred to Servicer,Karen
Case 314,Inbound Call,12.3.10 16:28,12.3.10 16:29,FL,Customer 268,MacBook Pro,Referred to Servicer,Nancy
Case 314,Handle Case,13.3.10 7:55,13.3.10 7:58,BL,Customer 268,MacBook Pro,Referred to Servicer,Mathias
Case 314,Inbound Call,13.3.10 14:56,13.3.10 14:58,FL,Customer 268,MacBook Pro,Referred to Servicer,Ton
Case 323,Inbound Call,23.3.10 12:59,23.3.10 13:00,FL,Customer 276,iPhone,Product Assistance,Jochem
Case 323,Inbound Call,25.3.10 15:22,25.3.10 15:31,FL,Customer 276,iPhone,Product Assistance,Wil
Case 323,Handle Case,25.3.10 15:38,25.3.10 15:39,FL,Customer 276,iPhone,Product Assistance,Wil
Case 323,Inbound Call,25.3.10 16:58,25.3.10 17:02,FL,Customer 276,iPhone,Product Assistance,Harold
Case 323,Inbound Call,25.3.10 17:31,25.3.10 17:38,FL,Customer 276,iPhone,Product Assistance,Harold
Case 325,Inbound Email,11.3.10 9:23,11.3.10 9:50,FL,Customer 278,iPhone,Product Assistance,Susi
Case 325,Email Outbound,11.3.10 9:59,11.3.10 10:01,FL,Customer 278,iPhone,Product Assistance,Susi
Case 325,Handle Case,11.3.10 10:02,11.3.10 10:02,FL,Customer 278,iPhone,Product Assistance,Susi
Case 326,Inbound Call,28.3.10 15:55,28.3.10 15:59,BL,Customer 279,MacBook Pro,Referred to Servicer,Steve
Case 326,Handle Case,29.3.10 6:41,29.3.10 6:43,BL,Customer 279,MacBook Pro,Referred to Servicer,Mathias
Case 327,Inbound Call,8.3.10 12:04,8.3.10 12:13,FL,Customer 280,MacBook Pro,Referred to Servicer,Steffi
Case 327,Handle Case,11.3.10 8:20,11.3.10 8:22,BL,Customer 280,MacBook Pro,Referred to Servicer,Mathias
Case 327,Inbound Call,9.4.10 9:19,9.4.10 9:22,FL,Customer 280,MacBook Pro,Referred to Servicer,Elena
