precio,agente_id,pais_id,recamaras,banos,m2_construccion,m2_terreno,pisos,codigo_frente_agua,codigo_vista,codigo_condicion,ano_construccion,ano_renovacion,codigo_postal,latitud,longitud,vista,condicion
384435,5,840,3,2.5,618.4392,1190.5488,2,0,0,3,2014,0,98003,47.341,-122.18,0,2
400000,11,484,3,2,411.48,2199.4368,1,0,0,3,1964,0,98177,47.7616,-122.365,0,2
987500,11,826,4,2.25,996.696,4803.648,1,0,0,4,1974,0,98040,47.5295,-122.229,0,3
490000,7,756,3,1.75,585.216,1647.444,1,0,2,4,1947,0,98126,47.5583,-122.38,1,3
794154,11,826,4,2,673.608,2607.8688,1,0,1,4,1954,0,98199,47.6498,-122.396,2,3
541125,1,484,5,2.75,835.152,2568.2448,1,0,0,4,1960,0,98006,47.5563,-122.184,0,3
239975,2,484,3,2.5,554.736,2207.3616,1,0,0,3,1959,0,98188,47.4318,-122.292,0,2
356200,9,484,3,2,515.112,3066.8976,1,0,2,5,1928,0,98178,47.5102,-122.241,1,4
490000,11,356,4,2.25,615.696,26155.8024,2,0,0,3,1995,0,98027,47.483,-122.026,0,2
698000,11,840,3,1.75,371.856,2269.8456,1,0,0,4,1964,0,98033,47.6886,-122.211,0,3
365000,6,156,3,1.75,429.768,2788.92,1,0,0,5,1959,0,98006,47.5683,-122.178,0,4
102500,9,56,2,1,249.936,1316.736,1,0,0,3,1937,0,98106,47.514,-122.359,0,2
740000,1,124,4,2.5,914.4,3167.4816,2,0,0,3,1995,0,98027,47.535,-122.049,0,2
324900,2,156,4,2.25,612.648,2218.944,2,0,0,4,1988,0,98032,47.3585,-122.286,0,3
1350000,7,840,5,3.5,1463.04,4567.1232,2,0,2,3,1998,0,98006,47.5543,-122.148,1,2
1200000,2,484,4,3.5,1197.864,13277.088,2,0,0,3,2003,0,98072,47.7497,-122.121,0,2
355300,10,124,3,2.5,493.776,2258.568,1,0,0,5,1955,0,98133,47.7708,-122.335,0,4
490000,8,840,3,2.25,429.768,2359.152,1,0,0,5,1923,0,98126,47.523,-122.371,0,4
530000,1,484,4,3,682.752,1700.784,2,0,0,5,1949,0,98118,47.5598,-122.27,0,4
310000,11,356,3,1.75,432.816,2331.72,1,0,0,4,1984,0,98056,47.4892,-122.182,0,3
475000,2,124,3,1.5,533.4,3850.2336,1,0,0,4,1952,0,98033,47.6736,-122.176,0,3
430000,3,156,4,2.75,554.736,1645.92,1,0,0,4,1988,0,98056,47.5204,-122.205,0,3
242000,7,124,3,2.25,515.112,2222.6016,1,0,0,3,1985,0,98003,47.2639,-122.303,0,2
335000,3,76,4,2.25,981.456,2404.5672,2,0,0,3,1978,0,98023,47.3112,-122.339,0,2
460000,8,156,3,1.75,393.192,2615.184,1,0,0,4,1962,0,98033,47.6707,-122.174,0,3
335000,1,566,3,1.75,740.664,2783.7384,1,0,0,4,1978,0,98059,47.5116,-122.157,0,3
185000,2,484,2,1,204.216,2057.4,1,0,0,4,1947,0,98188,47.4521,-122.283,0,3
1157200,2,840,4,4.25,1786.128,16120.5672,2,0,0,4,1996,0,98072,47.7245,-122.095,0,3
715000,11,410,3,1.75,502.92,2217.7248,1.5,0,4,4,1928,0,98117,47.6989,-122.399,3,3
762500,9,156,4,2.75,795.528,2670.048,1,0,0,4,1978,0,98040,47.5875,-122.229,0,3
375000,3,76,3,2,499.872,2971.8,1,0,0,3,1959,0,98028,47.7425,-122.241,0,2
312500,11,410,2,1.5,326.136,365.76,2,0,0,3,1999,0,98103,47.697,-122.347,0,2
185000,6,840,3,1.5,307.848,2363.724,1,0,0,3,1953,0,98148,47.4238,-122.332,0,2
386000,4,124,2,2.5,493.776,974.1408,2,0,0,3,2008,0,98065,47.5167,-121.878,0,2
325000,6,484,3,2.25,412.0896,516.3312,3,0,0,3,2007,0,98125,47.7265,-122.315,0,2
318500,7,484,4,2,542.544,2240.28,1,0,0,5,1974,0,98058,47.4562,-122.158,0,4
497000,2,124,4,2.25,685.8,1055.5224,2,0,0,4,1968,0,98052,47.6324,-122.106,0,3
275000,7,840,1,0.75,356.616,4312.6152,1,0,0,5,1962,0,98022,47.2653,-121.91,0,4
216500,1,156,3,1,310.896,3551.5296,1,0,0,4,1971,0,98188,47.4459,-122.278,0,3
272500,4,840,3,2.5,630.936,3017.52,1,0,0,3,1979,0,98023,47.2988,-122.371,0,2
340000,6,124,3,2.5,755.904,1862.9376,2,0,0,3,2004,0,98058,47.4387,-122.114,0,2
227000,11,840,3,1,408.432,3058.668,1,0,0,3,1959,0,98178,47.4916,-122.254,0,2
685000,9,840,3,1.75,451.104,2133.6,1,0,2,3,1963,0,98122,47.6018,-122.291,1,2
300000,1,826,4,2.5,670.56,2458.212,2,0,0,3,1998,0,98031,47.4042,-122.213,0,2
458500,9,76,2,1.75,353.568,2081.1744,1,0,0,3,1941,0,98115,47.6937,-122.298,0,2
267300,11,840,3,1.75,576.072,28412.8464,1,0,0,4,1964,0,98092,47.2568,-122.07,0,3
1210000,11,840,3,1.75,579.12,4145.28,1,0,0,4,1956,0,98004,47.6163,-122.219,0,3
362000,11,840,5,3,551.688,914.4,2,0,0,3,1998,0,98118,47.5622,-122.291,0,2
400000,8,840,3,2.25,359.664,4345.8384,2,0,0,3,1987,0,98034,47.7112,-122.238,0,2
135000,7,840,2,1,371.856,2209.8,1,0,0,4,1914,0,98010,47.3585,-121.975,0,3
507200,3,724,3,3.5,496.824,405.0792,2,0,0,3,2000,0,98122,47.6159,-122.306,0,2
545000,10,250,5,2.5,832.104,5254.752,1,0,0,5,1958,0,98028,47.7646,-122.267,0,4
3650000,10,840,6,4.75,1670.304,5913.4248,1.5,1,4,5,1936,0,98105,47.6515,-122.277,3,4
294000,8,840,4,2.5,673.608,2580.132,1,0,0,3,1990,0,98092,47.2647,-122.221,0,2
510000,5,840,3,2,606.552,2257.044,1,0,0,5,1971,0,98006,47.5421,-122.172,0,4
330000,4,76,3,2.5,569.976,1419.4536,2,0,0,3,2000,0,98055,47.4615,-122.214,0,2
460000,8,840,3,1.75,426.72,3704.844,1,0,0,4,1977,0,98075,47.5926,-122.047,0,3
354950,5,484,3,1.75,542.544,2953.2072,1,0,0,3,1976,0,98072,47.7628,-122.163,0,2
909000,1,156,4,2.5,1121.664,3550.3104,2,0,0,3,1986,0,98006,47.5604,-122.107,0,2
800000,1,124,3,2.25,493.776,1371.6,2,0,0,4,1926,0,98119,47.643,-122.361,0,3
378000,5,124,4,2.5,850.392,1417.32,2,0,0,3,2004,0,98038,47.3556,-122.026,0,2
470000,9,840,5,3.25,1191.768,2157.0696,2,0,0,3,2000,0,98038,47.3766,-122.027,0,2
850000,5,124,4,1.75,716.28,3631.3872,1,0,0,4,1961,0,98040,47.5392,-122.228,0,3
527950,5,124,4,1.75,536.448,1097.28,1,0,0,5,1926,0,98103,47.6889,-122.33,0,4
312500,11,124,4,0.5,701.04,1697.736,2,0,0,3,1996,0,98092,47.3285,-122.168,0,2
1015000,1,484,3,3.5,877.824,3456.432,1,0,0,3,1980,2013,98074,47.6113,-122.058,0,2
799500,9,410,4,2.5,841.248,1752.6,2,0,0,3,1993,0,98112,47.627,-122.303,0,2
275000,4,784,3,2.5,761.0856,1341.12,2,0,0,3,2007,0,98001,47.2873,-122.283,0,2
1100000,2,784,4,2.5,886.968,2706.9288,2,0,1,3,1932,0,98199,47.6424,-122.411,2,2
625000,4,784,4,1,487.68,1676.4,1.5,0,0,4,1946,0,98117,47.6983,-122.393,0,3
122000,5,124,2,1,262.128,1828.8,1,0,0,3,1945,0,98022,47.2109,-121.985,0,2
575000,5,124,4,2.5,880.872,2979.42,2,0,2,3,2004,0,98065,47.5339,-121.854,1,2
1098000,3,124,4,3.5,1392.936,4943.5512,2,0,0,3,2002,0,98075,47.5859,-121.968,0,2
678000,10,156,3,1.75,509.016,2197.608,1,0,0,5,1967,0,98008,47.6344,-122.116,0,4
810000,11,484,3,2,728.472,2446.02,2,0,0,5,1921,0,98105,47.6707,-122.288,0,4
771000,3,356,3,2.25,542.544,1865.376,1.5,0,0,4,1927,0,98122,47.6025,-122.286,0,3
325000,8,784,2,0.75,310.896,327.9648,2,0,0,3,2008,0,98144,47.5941,-122.299,0,2
412000,4,840,4,1.75,435.864,3200.4,1,0,0,4,1960,0,98007,47.6083,-122.132,0,3
215000,11,840,2,1,402.336,2702.052,1,0,0,4,1943,0,98168,47.4949,-122.3,0,3
741000,6,710,4,2.75,630.936,3086.1,1,0,0,3,1962,0,98040,47.5697,-122.219,0,2
799990,3,484,4,3.5,774.192,1770.2784,2,0,0,5,1910,1986,98117,47.6857,-122.376,0,4
410000,1,484,2,1.75,265.176,1219.2,1,0,0,3,1941,0,98126,47.5657,-122.376,0,2
1075000,9,410,4,2.75,911.352,2252.1672,1.5,0,0,4,1923,0,98144,47.5711,-122.284,0,3
298000,6,156,4,2.5,597.408,3596.0304,2,0,0,3,1999,0,98092,47.3293,-122.205,0,2
510000,1,784,3,2.5,832.104,2175.0528,2,0,0,3,2012,0,98198,47.3938,-122.321,0,2
638500,1,484,4,1.75,539.496,3798.4176,1,0,2,4,1962,0,98166,47.4355,-122.338,1,3
355200,2,124,3,1,341.376,2231.136,1,0,0,4,1954,0,98146,47.5103,-122.382,0,3
640000,2,840,3,3.5,530.352,601.98,2,0,3,3,1998,0,98122,47.6085,-122.311,4,2
264500,11,124,3,1.5,481.584,4279.392,1,0,0,3,1980,0,98001,47.2932,-122.267,0,2
360000,2,840,2,2,539.496,2318.6136,1,0,0,4,1987,0,98058,47.4287,-122.163,0,3
275000,9,840,2,1,256.032,1219.2,1,0,0,3,1942,0,98108,47.5531,-122.307,0,2
675000,8,380,4,2.5,621.792,2811.78,1,0,0,5,1968,0,98052,47.636,-122.097,0,4
337500,3,756,5,2,518.16,2229.3072,1,0,0,3,1956,0,98108,47.549,-122.305,0,2
497000,11,840,3,2.25,569.976,2839.212,1,0,0,3,1975,0,98034,47.705,-122.202,0,2
725000,2,840,4,2.5,838.2,4251.96,1,0,3,4,1948,0,98146,47.4938,-122.364,4,3
890000,8,356,4,2.75,795.528,1341.12,1,0,0,5,1920,0,98122,47.6158,-122.293,0,4
530000,10,840,4,2.5,789.432,2405.1768,2,0,0,3,2006,0,98056,47.5055,-122.194,0,2
307500,8,840,3,2.25,501.7008,2244.5472,2,0,0,3,1994,0,98038,47.3646,-122.037,0,2
3075000,7,643,4,5,1386.84,5681.7768,1,1,4,3,2002,0,98074,47.6053,-122.077,3,2
260000,2,124,3,2,496.824,2443.8864,1,0,0,3,2003,0,98001,47.2638,-122.243,0,2
300000,4,124,4,2.25,633.984,2346.96,1,0,0,3,1968,0,98058,47.4349,-122.17,0,2
403504,2,484,4,1,323.088,1752.6,1,0,0,3,1904,0,98199,47.6562,-122.389,0,2
200000,2,124,3,2,362.712,2082.6984,1,0,0,3,1995,0,98092,47.3191,-122.18,0,2
456000,9,380,4,1.75,509.016,3013.2528,1,0,0,5,1947,0,98125,47.7249,-122.287,0,4
560000,8,124,3,2.25,627.888,9570.72,2,0,0,3,1984,0,98074,47.6216,-122.056,0,2
396000,1,840,5,2.75,865.632,3734.7144,1,0,0,3,1960,0,98028,47.7618,-122.253,0,2
150000,9,356,3,1.5,374.904,2455.4688,1,0,0,4,1949,0,98168,47.4878,-122.314,0,3
727000,10,840,3,2.25,664.464,1280.16,1.5,0,0,5,1939,0,98112,47.6412,-122.302,0,4
390000,11,356,3,1.75,545.592,2171.0904,1,0,0,3,1913,1995,98019,47.7429,-121.981,0,2
372000,4,156,4,2.5,630.936,2638.9584,2,0,0,3,1999,0,98178,47.5072,-122.257,0,2
299950,1,840,3,1,368.808,2903.22,1,0,0,3,1955,0,98106,47.5274,-122.345,0,2
807000,11,124,3,2.5,591.312,1219.2,2,0,0,4,2000,0,98199,47.659,-122.398,0,3
765000,7,124,3,2,478.536,2133.6,2,0,2,4,1971,0,98122,47.6061,-122.286,1,3
225000,1,356,2,1,356.616,2176.8816,1,0,0,3,1951,0,98155,47.7497,-122.313,0,2
530000,2,840,4,2.25,682.752,2553.0048,1,0,0,3,1984,0,98074,47.6323,-122.029,0,2
529950,1,484,4,2.75,566.928,2286,1,0,0,5,1967,0,98056,47.5398,-122.173,0,4
171800,11,124,4,2,478.536,2926.08,1,0,0,3,1950,0,98168,47.4965,-122.303,0,2
210000,6,566,2,1.75,438.912,1731.264,1,0,0,4,1978,0,98198,47.3825,-122.319,0,3
535000,4,484,4,2,600.456,1071.372,1,0,0,5,1969,0,98115,47.6873,-122.314,0,4
802000,6,840,2,2.5,673.608,1928.4696,1,0,0,3,2003,0,98053,47.7114,-122.03,0,2
1160000,6,484,3,2.75,725.424,1698.3456,2,0,4,3,1939,0,98105,47.6626,-122.271,3,2
436000,11,250,2,1,377.952,2468.88,1.5,0,2,3,1925,0,98125,47.7326,-122.288,1,2
280000,6,156,3,2.5,566.928,2013.8136,2,0,0,3,1989,0,98023,47.2891,-122.351,0,2
291000,1,484,4,2.25,576.072,2321.3568,1,0,0,4,1979,0,98003,47.3275,-122.329,0,3
440000,11,643,4,2.5,938.784,3244.9008,2,0,0,3,1993,0,98042,47.3828,-122.148,0,2
790000,8,484,5,3.25,923.544,6231.9408,2,0,2,3,1976,0,98008,47.6133,-122.106,1,2
344900,3,356,4,1.75,554.736,2346.96,1,0,0,4,1955,0,98177,47.7545,-122.357,0,3
450000,5,356,4,2.5,682.752,1406.9568,2,0,0,3,2001,0,98056,47.5118,-122.194,0,2
675000,6,784,4,3.5,972.312,2095.5,2,0,2,3,1999,0,98034,47.7082,-122.221,1,2
540000,9,840,4,2.5,664.464,3090.672,1,0,0,4,1968,0,98052,47.6822,-122.111,0,3
215000,8,356,3,1,298.704,1706.88,1,0,0,2,1949,0,98106,47.5308,-122.361,0,1
490000,1,380,2,2.5,374.904,423.9768,2,0,0,3,2004,0,98112,47.6192,-122.301,0,2
423800,10,840,3,2.5,591.312,2260.092,2,0,0,3,1965,0,98006,47.542,-122.176,0,2
195000,2,124,3,2,374.904,2510.028,1.5,0,0,3,1959,0,98168,47.4853,-122.304,0,2
465000,2,484,4,1.75,551.688,6598.92,2,0,0,4,1961,0,98077,47.7358,-122.076,0,3
530000,1,840,4,1.75,552.9072,1524,1,0,0,4,1951,0,98115,47.684,-122.281,0,3
445500,1,250,4,1.5,673.608,3199.4856,1,0,0,4,1953,0,98166,47.4321,-122.347,0,3
690000,6,40,3,2,490.728,1554.48,1.5,0,0,5,1940,0,98115,47.6825,-122.307,0,4
461000,7,630,3,1.5,387.096,431.5968,3,0,0,3,2007,0,98115,47.6988,-122.317,0,2
400000,11,170,3,1.75,643.128,5974.08,1,0,0,4,1959,0,98055,47.4742,-122.198,0,3
490000,1,840,3,1.75,487.68,5032.248,1,0,0,3,1984,0,98052,47.6601,-122.135,0,2
440000,11,840,4,2.25,658.368,2474.6712,1,0,0,3,1966,0,98006,47.5443,-122.177,0,2
822500,11,643,2,1,441.96,2163.4704,1,0,4,3,1924,0,98109,47.63,-122.349,3,2
750000,11,484,4,2.75,804.672,1143,2,0,0,5,1911,0,98117,47.6783,-122.363,0,4
550000,2,170,3,2.5,740.664,1645.92,2,0,0,3,2007,0,98074,47.6062,-122.057,0,2
355000,6,484,4,2.25,551.688,1514.856,2,0,0,3,2003,0,98059,47.5003,-122.156,0,2
910000,6,356,3,3.5,920.496,1244.1936,2,0,0,3,1954,2004,98199,47.651,-122.409,0,2
188500,11,840,2,1.75,377.952,759.8664,1,0,0,4,1985,0,98198,47.3813,-122.322,0,3
895000,2,484,4,2.5,1060.704,11882.628,2,0,0,3,1989,0,98053,47.6895,-122.052,0,2
325000,10,528,3,1.75,545.592,8359.7496,1,0,0,3,1978,0,98065,47.532,-121.761,0,2
715000,11,124,3,1,490.728,2340.864,1,0,0,3,1956,0,98122,47.6038,-122.303,0,2
392440,2,250,4,2.5,776.3256,1463.04,2,0,0,3,2014,0,98092,47.2592,-122.194,0,2
150000,5,840,3,1,307.848,7620,1,0,0,3,1966,0,98014,47.6927,-121.901,0,2
216650,3,484,3,3.5,451.104,328.2696,2,0,0,3,2007,0,98109,47.5421,-122.322,0,2
759000,5,710,3,2.25,899.16,24031.3464,1.5,0,0,3,2006,0,98075,47.5917,-122.068,0,2
470000,7,124,4,2.5,816.864,2457.2976,1,0,3,4,1967,0,98198,47.4132,-122.328,4,3
